Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
The Firm (rock band),The Firm (rock band),,11,24,8,0.195969,0.20466,75237.921717,0.002598,0.002598,10,0.000106,0,0.181818,10,0.093187
The Honeydrippers,The Honeydrippers,,11,24,8,0.201254,0.210341,170070.533416,0.004409,0.004409,10,0.000117,0,0.163636,9,0.11089
Sandy Denny,Sandy Denny,,7,13,9,0.17577,0.182552,153999.384874,0.00065,0.00065,15,0.000109,0,0.095238,2,0.029035
Richard Cole,Richard Cole,,19,27,8,0.215409,0.227145,957510.43752,0.011277,0.011276,10,0.000224,0,0.023392,4,0.267419
Robert Plant,Robert Plant,,25,53,8,0.210816,0.221836,826329.178103,0.005893,0.005893,10,0.000266,0,0.036667,11,0.179234
The Yardbirds,The Yardbirds,,26,60,8,0.208355,0.219699,692811.428594,0.009717,0.009717,10,0.000284,0,0.046154,15,0.219412
Page and Plant,Page and Plant,,8,19,8,0.19099,0.198885,119643.811637,0.002071,0.002071,10,0.000091,0,0.25,7,0.066416
XYZ (UK band),XYZ (UK band),,4,10,9,0.185058,0.192363,13608.597288,0.001367,0.001367,15,0.000047,0,0.333333,2,0.048599
Deborah Bonham,Deborah Bonham,,2,4,9,0.181369,0.188052,0,0.000912,0.000911,10,0.000025,0,1,1,0.029155
Frank Fenter,Frank Fenter,,39,47,8,0.205486,0.217015,1015519.254356,0.0077,0.0077,18,0.000483,0,0.00135,1,0.185929
Maxayn,Maxayn,,2,2,9,0.176377,0.183176,4681.250357,0.001148,0.001148,18,0.000028,0,0,0,0.022632
Stillwater (band),Stillwater (band),,1,1,9,0.170461,0.17642,0,0.000538,0.000538,18,0.000018,0,0,0,0.015689
The Allman Brothers,The Allman Brothers,,3,3,9,0.176446,0.183467,6945.187673,0.000862,0.000862,2,0.00004,0,0,0,0.024865
The Marshall Tucker Band,The Marshall Tucker Band,,11,20,9,0.18363,0.192041,152719.758882,0.001302,0.001302,22,0.000145,0,0.036364,2,0.061404
Percy Sledge,Percy Sledge,,2,2,9,0.171335,0.177308,13421.916634,0.000554,0.000554,5,0.000033,0,0,0,0.017327
Vinegar Joe (band),Vinegar Joe (band),,4,4,9,0.182342,0.18965,28889.519795,0.001032,0.001032,10,0.000047,0,0,0,0.0327
Sam and Dave,Sam and Dave,,3,3,9,0.175335,0.182398,5283.658171,0.000847,0.000847,18,0.000037,0,0,0,0.027525
King Crimson,King Crimson,,22,22,8,0.21403,0.226002,1236693.911623,0.008614,0.008614,15,0.000229,0,0.034632,8,0.236146
Jonathan Edwards (musician),Jonathan Edwards (musician),,2,2,9,0.172166,0.17861,5998.428934,0.000594,0.000594,1,0.00003,0,0,0,0.018706
Wet Willie,Wet Willie,,1,1,9,0.170461,0.17642,0,0.000538,0.000538,18,0.000018,0,0,0,0.015689
Martin Mull,Martin Mull,,1,1,9,0.170461,0.17642,0,0.000538,0.000538,18,0.000018,0,0,0,0.015689
Otis Redding,Otis Redding,,8,8,8,0.188385,0.197108,105701.822857,0.002056,0.002056,18,0.000089,0,0,0,0.058491
Sonny and Cher,Sonny and Cher,,3,3,9,0.17734,0.184335,11758.945572,0.001051,0.001051,2,0.000037,0,0.333333,1,0.02949
Sea Level (band),Sea Level (band),,6,14,9,0.181318,0.189066,33421.257959,0.001485,0.001485,9,0.000065,0,0.266667,4,0.048968
New Riders of the Purple Sage,New Riders of the Purple Sage,,19,41,8,0.187045,0.196577,252524.049149,0.002978,0.002978,9,0.000213,0,0.035088,6,0.105724
Yes (band),Yes (band),,53,84,8,0.211413,0.22364,1269540.223514,0.008663,0.008663,15,0.000664,0,0.015239,21,0.265109
Lee Roy Parnell,Lee Roy Parnell,,2,2,9,0.173808,0.180493,3085.489534,0.000661,0.000661,18,0.000028,0,0,0,0.02033
White Witch,White Witch,,1,1,9,0.170461,0.17642,0,0.000538,0.000538,18,0.000018,0,0,0,0.015689
Les Fleur de Lys,Les Fleur de Lys,,2,2,9,0.172063,0.178396,5527.913146,0.000611,0.000611,18,0.00003,0,0,0,0.01855
Gordon Haskell,Gordon Haskell,,1,1,9,0.170461,0.17642,0,0.000538,0.000538,18,0.000018,0,0,0,0.015689
Graham Dee,Graham Dee,,1,1,9,0.170461,0.17642,0,0.000538,0.000538,18,0.000018,0,0,0,0.015689
The Cooper Brothers,The Cooper Brothers,,1,1,9,0.170461,0.17642,0,0.000538,0.000538,18,0.000018,0,0,0,0.015689
Livingston Taylor,Livingston Taylor,,1,1,9,0.170461,0.17642,0,0.000538,0.000538,18,0.000018,0,0,0,0.015689
Priscilla Coolidge,Priscilla Coolidge,,1,1,9,0.170461,0.17642,0,0.000538,0.000538,18,0.000018,0,0,0,0.015689
Jason Bonham,Jason Bonham,,12,18,8,0.192503,0.201564,112464.701545,0.002136,0.002136,20,0.000128,0,0.075758,5,0.084635
Steel Dragon,Steel Dragon,,3,3,9,0.170594,0.177143,3567.662603,0.000587,0.000587,10,0.000036,0,0,0,0.022145
Sammy Hagar,Sammy Hagar,,23,43,7,0.203166,0.21255,367709.609547,0.004405,0.004405,20,0.000246,0,0.059289,15,0.129097
Virginia Wolf,Virginia Wolf,,2,2,9,0.167586,0.172938,749.680473,0.000275,0.000275,10,0.000029,0,0,0,0.011078
UFO (band),UFO (band),,31,57,8,0.197333,0.20798,373922.313252,0.00397,0.003969,10,0.000321,0,0.030108,14,0.157325
The Circle (band),The Circle (band),,2,2,8,0.173637,0.179261,0,0.000457,0.000457,20,0.000026,0,1,1,0.017732
Joe Bonamassa,Joe Bonamassa,,10,17,8,0.191011,0.199542,81424.368154,0.002005,0.002005,20,0.000113,0,0.066667,3,0.059097
John Paul Jones (musician),John Paul Jones (musician),,11,20,8,0.196767,0.205936,283840.76655,0.002329,0.002329,24,0.000129,0,0.036364,2,0.084534
Seasick Steve,Seasick Steve,,4,10,9,0.17353,0.179717,60272.655611,0.000241,0.000241,24,0.000061,0,0,0,0.022704
R.E.M.,R.E.M.,,36,60,8,0.203532,0.213998,997728.307417,0.004891,0.004891,14,0.000459,0,0.025397,16,0.168409
Paul Leary,Paul Leary,,5,9,9,0.179501,0.187206,70577.028655,0.000608,0.000608,11,0.000065,0,0.2,2,0.039096
Amory Kane,Amory Kane,,6,10,8,0.210373,0.22037,131840.444069,0.008346,0.008346,15,0.000073,0,0,0,0.149627
David Bowie,David Bowie,,79,158,7,0.244759,0.261717,10305706.01733,0.048771,0.04877,15,0.000837,0,0.008439,26,0.922637
P.J. Proby,P.J. Proby,,1,1,9,0.17381,0.179102,0,0.000583,0.000583,15,0.000018,0,0,0,0.009815
Mugpush,Mugpush,,1,1,9,0.17381,0.179102,0,0.000583,0.000583,15,0.000018,0,0,0,0.009815
Coverdale•Page,Coverdale•Page,,6,16,9,0.190079,0.199678,31702.829531,0.003388,0.003388,10,0.00006,0,0.4,6,0.106869
Deep Purple,Deep Purple,,52,106,8,0.213102,0.228259,1976996.539949,0.016543,0.016542,10,0.000517,0,0.03997,53,0.542733
Whitesnake,Whitesnake,,52,100,8,0.208554,0.222622,946576.047912,0.015726,0.015725,10,0.000477,0,0.037707,50,0.489594
Jimmy Page,Jimmy Page,,14,28,8,0.200805,0.21042,170677.063994,0.003886,0.003886,10,0.000136,0,0.076923,7,0.113516
David Coverdale,David Coverdale,,5,9,9,0.188767,0.198277,35492.53841,0.003094,0.003094,10,0.000056,0,0.3,3,0.094747
Roy Harper,Roy Harper,,9,19,8,0.190171,0.19855,168639.530921,0.001919,0.001919,15,0.000112,0,0.083333,3,0.065121
The Black Crowes,The Black Crowes,,24,42,8,0.208771,0.21903,691375.968741,0.004136,0.004135,9,0.00027,0,0.039855,11,0.144478
Tony Franklin (musician),Tony Franklin (musician),,7,12,8,0.188795,0.197012,97065.440282,0.001823,0.001823,10,0.00007,0,0.095238,2,0.054398
John Miles (musician),John Miles (musician),,3,5,8,0.179574,0.186191,14659.928701,0.000743,0.000743,18,0.000035,0,0,0,0.022506
Band of Joy,Band of Joy,,7,16,8,0.187785,0.195355,32555.663198,0.001642,0.001642,10,0.000074,0,0.428571,9,0.058351
Buddy Miller,Buddy Miller,,13,22,8,0.181066,0.188999,94929.893025,0.001628,0.001628,10,0.000155,0,0.076923,6,0.063373
Byron House,Byron House,,8,12,8,0.186147,0.193788,60837.154553,0.001699,0.001699,10,0.000089,0,0.107143,3,0.056645
Marco Giovino,Marco Giovino,,3,6,9,0.178089,0.184377,0,0.00067,0.00067,10,0.000036,0,1,3,0.026107
Patty Griffin,Patty Griffin,,15,27,8,0.195046,0.203685,406309.058842,0.002043,0.002043,10,0.000177,0,0.07619,8,0.085125
Ian Stewart (musician),Ian Stewart (musician),,3,5,8,0.192526,0.200157,16148.148754,0.002417,0.002417,18,0.000036,0,0,0,0.051028
Rocket 88 (band),Rocket 88 (band),,2,2,9,0.169514,0.175506,872.223492,0.000633,0.000633,18,0.000027,0,0,0,0.014411
John Bonham,John Bonham,,1,2,9,0.17302,0.178997,0,0.0005,0.0005,10,0.000016,0,0,0,0.015488
Jack Nitzsche,Jack Nitzsche,,11,20,8,0.20089,0.210061,162435.070389,0.005905,0.005905,2,0.000129,0,0.036364,2,0.100356
Neil Young,Neil Young,,40,80,7,0.221686,0.235384,2169860.428158,0.019493,0.019493,1,0.000427,0,0.021795,17,0.375301
The Nooney Rickett 4,The Nooney Rickett 4,,1,1,9,0.167286,0.172245,0,0.000413,0.000413,2,0.000018,0,0,0,0.007755
Phil Spector,Phil Spector,,7,7,8,0.187015,0.196122,22262.867654,0.012712,0.012712,18,0.000071,0,0,0,0.081659
Sonny Bono,Sonny Bono,,1,1,9,0.167286,0.172245,0,0.000413,0.000413,2,0.000018,0,0,0,0.007755
The Wrecking Crew (music),The Wrecking Crew (music),,10,10,8,0.182261,0.190849,41916.291046,0.011353,0.011353,2,0.000103,0,0,0,0.066733
Willy DeVille,Willy DeVille,,16,30,7,0.206079,0.216496,413715.639815,0.006245,0.006245,2,0.000165,0,0.041667,5,0.139351
Mink DeVille,Mink DeVille,,4,7,8,0.178901,0.18532,6262.35534,0.001111,0.001111,2,0.000046,0,0.333333,2,0.024023
Marty Cooper (musician),Marty Cooper (musician),,1,2,9,0.167286,0.172245,0,0.000413,0.000413,2,0.000018,0,0,0,0.007755
Mick Taylor,Mick Taylor,,10,17,8,0.199308,0.208689,85555.522252,0.004206,0.004206,18,0.0001,0,0.088889,4,0.094486
The Gods (band),The Gods (band),,11,22,8,0.20299,0.21278,247086.889125,0.004612,0.004612,10,0.000112,0,0.127273,7,0.117865
Mike Oldfield,Mike Oldfield,,7,7,9,0.189277,0.197982,72095.568989,0.001694,0.001694,5,0.000077,0,0,0,0.051979
Snowy White,Snowy White,,8,16,8,0.189074,0.197626,59647.81327,0.002199,0.002199,18,0.000085,0,0.107143,3,0.066305
Keith Richards,Keith Richards,,9,18,8,0.200705,0.210096,96853.195057,0.005444,0.005444,18,0.000093,0,0.055556,2,0.10519
Stephen Barber (composer),Stephen Barber (composer),,10,15,8,0.193316,0.201484,179751.767104,0.004347,0.004347,0,0.000117,0,0,0,0.054423
Sarah Dash,Sarah Dash,,5,9,8,0.184875,0.192979,11889.330794,0.00279,0.00279,5,0.000052,0,0.5,5,0.04463
Waddy Wachtel,Waddy Wachtel,,14,33,8,0.202596,0.213101,204381.10306,0.009787,0.009787,1,0.00014,0,0.054945,5,0.177721
Chris Farlowe,Chris Farlowe,,5,8,8,0.193582,0.201613,38741.480749,0.002734,0.002733,18,0.000056,0,0,0,0.058166
Colosseum (band),Colosseum (band),,5,5,9,0.17215,0.177876,10056.464097,0.000472,0.000472,10,0.000057,0,0.1,1,0.01857
Maggie Bell,Maggie Bell,,7,11,9,0.174306,0.180575,24057.255982,0.000583,0.000583,18,0.000083,0,0.047619,1,0.021566
Mike Vernon (record producer),Mike Vernon (record producer),,28,39,7,0.21168,0.222651,637090.769371,0.010248,0.010248,18,0.000343,0,0.02381,9,0.219229
Doug Beck,Doug Beck,,7,8,8,0.197239,0.204797,106384.556973,0.002554,0.002554,18,0.000082,0,0,0,0.056056
New Order (band),New Order (band),,5,7,9,0.173094,0.178519,22948.509092,0.000356,0.000356,14,0.000065,0,0,0,0.018093
Pink (singer),Pink (singer),,13,13,8,0.205955,0.215874,224025.689073,0.006289,0.006289,24,0.000128,0,0,0,0.123613
Jellybean Benitez,Jellybean Benitez,,1,1,9,0.164746,0.168913,0,0.000179,0.000179,18,0.000018,0,0,0,0.004702
Shania Twain,Shania Twain,,6,6,8,0.184771,0.191916,102010.595961,0.001101,0.001101,5,0.000074,0,0,0,0.033683
Jewel (singer),Jewel (singer),,3,3,8,0.179586,0.185769,6907.773329,0.000605,0.000605,18,0.000037,0,0,0,0.019081
Bernard Purdie,Bernard Purdie,,19,31,8,0.214764,0.228272,897904.294901,0.049055,0.049055,18,0.000204,0,0.011696,2,0.304003
James Brown,James Brown,,38,73,8,0.213416,0.225151,1188749.734381,0.012523,0.012523,5,0.000439,0,0.01138,8,0.205631
Steely Dan,Steely Dan,,44,90,7,0.211061,0.224165,1351545.191987,0.030076,0.030076,6,0.000474,0,0.020085,19,0.305079
Melvin Bliss,Melvin Bliss,,2,4,9,0.176799,0.183772,19416,0.003446,0.003446,18,0.000037,0,0,0,0.020905
Shea Marshall,Shea Marshall,,4,5,9,0.176806,0.183841,58245,0.00348,0.00348,18,0.00008,0,0,0,0.022684
Miles Davis,Miles Davis,,40,40,8,0.208042,0.222822,1365071.990228,0.145195,0.145196,26,0.00037,0,0.034615,27,0.584316
Hall & Oates,Hall & Oates,,16,16,7,0.212062,0.223102,292233.457358,0.013481,0.013481,26,0.00016,0,0,0,0.175073
Isaac Hayes,Isaac Hayes,,5,5,8,0.190167,0.198516,67885.782641,0.004341,0.004341,7,0.000058,0,0,0,0.046229
Cat Stevens,Cat Stevens,,6,6,8,0.196502,0.205593,38680.702564,0.006018,0.006018,5,0.000067,0,0,0,0.063254
Sgt. Pepper's Lonely Hearts Club Band (soundtrack),Sgt. Pepper's Lonely Hearts Club Band (soundtrack),,1,1,9,0.176796,0.183738,0,0.003429,0.003429,18,0.000017,0,0,0,0.020059
Dizzy Gillespie,Dizzy Gillespie,,36,36,8,0.195509,0.209775,740464.817615,0.202185,0.202186,26,0.000324,0,0.077778,49,0.603619
Hummingbird (band),Hummingbird (band),,4,5,8,0.187089,0.195459,16585.875653,0.004557,0.004557,18,0.000042,0,0.5,3,0.052061
Hair (musical),Hair (musical),,2,2,9,0.177006,0.184025,11019.746852,0.003449,0.003449,15,0.00003,0,0,0,0.021234
Gil Scott-Heron,Gil Scott-Heron,,2,3,9,0.177852,0.185088,4368.48739,0.004722,0.004722,9,0.000027,0,0,0,0.025273
Quincy Jones,Quincy Jones,,62,128,8,0.221445,0.239532,4193548.408482,0.158685,0.158685,5,0.000619,0,0.015336,29,0.793978
Randy Brecker,Randy Brecker,,21,34,8,0.215426,0.226853,1036402.174966,0.022522,0.022522,26,0.000226,0,0.009524,2,0.214177
Bernard Fowler,Bernard Fowler,,12,25,8,0.208227,0.218085,242304.875886,0.010343,0.010342,1,0.000134,0,0.090909,6,0.139338
Stevie Salas,Stevie Salas,,31,45,8,0.221759,0.234,1382400.244383,0.012358,0.012358,9,0.000366,0,0.010753,5,0.28081
Little Axe,Little Axe,,8,14,8,0.177033,0.182974,76512.728139,0.000936,0.000936,1,0.000125,0,0.071429,2,0.022188
Glen Carroll,Glen Carroll,,8,13,8,0.190967,0.199293,68729.45376,0.003353,0.003353,1,0.000091,0,0.035714,1,0.062212
Roy Nathanson,Roy Nathanson,,5,7,8,0.187425,0.195,53367.473213,0.001388,0.001388,24,0.00007,0,0,0,0.033308
Mick Jagger,Mick Jagger,,17,17,8,0.216683,0.227658,482176.122177,0.011199,0.011199,18,0.000164,0,0.014706,2,0.204467
Bootsy Collins,Bootsy Collins,,18,33,8,0.2124,0.223565,707786.494281,0.007955,0.007955,9,0.000199,0,0.065359,10,0.180285
Tackhead,Tackhead,,2,2,9,0.172737,0.178078,0,0.000788,0.000788,1,0.000031,0,1,1,0.012755
Herbie Hancock,Herbie Hancock,,38,71,8,0.214564,0.227692,1400350.323021,0.069962,0.069962,26,0.00037,0,0.041252,29,0.41574
Charlie Watts,Charlie Watts,,4,7,8,0.18994,0.197511,24431.114958,0.002704,0.002704,18,0.000051,0,0.166667,1,0.048399
Peech Boys,Peech Boys,,1,1,9,0.172343,0.177566,0,0.000723,0.000723,1,0.000017,0,0,0,0.009983
Mississippi Fred McDowell,Mississippi Fred McDowell,,8,13,8,0.191459,0.199112,135181.508006,0.002662,0.002662,18,0.000118,0,0.071429,2,0.056392
Wilber Sweatman,Wilber Sweatman,,1,1,9,0.160694,0.164966,0,0.000186,0.000186,18,0.00002,0,0,0,0.004794
Tom Pomposello,Tom Pomposello,,2,2,9,0.161472,0.165723,0,0.000201,0.000201,18,0.000034,0,1,1,0.006189
Spirits of Rhythm,Spirits of Rhythm,,1,1,9,0.160694,0.164966,0,0.000186,0.000186,18,0.00002,0,0,0,0.004794
R. L. Burnside,R. L. Burnside,,2,2,9,0.160697,0.165,0,0.0002,0.0002,18,0.000036,0,1,1,0.006148
Was Not Was,Was Not Was,,1,1,9,0.18151,0.187659,0,0.000864,0.000864,9,0.000018,0,0,0,0.020033
T.M. Stevens,T.M. Stevens,,1,1,9,0.18151,0.187659,0,0.000864,0.000864,9,0.000018,0,0,0,0.020033
T.I,T.I,,1,1,9,0.18151,0.187659,0,0.000864,0.000864,9,0.000018,0,0,0,0.020033
Tak Matsumoto,Tak Matsumoto,,2,2,8,0.183264,0.189869,3253.399189,0.000978,0.000978,20,0.000026,0,0,0,0.025426
Terence Trent D'Arby,Terence Trent D'Arby,,1,1,9,0.18151,0.187659,0,0.000864,0.000864,9,0.000018,0,0,0,0.020033
Tim Ries,Tim Ries,,2,4,8,0.186993,0.194046,97060,0.001883,0.001883,18,0.000036,0,0,0,0.035307
Wade Martin,Wade Martin,,9,13,8,0.207424,0.219261,613911.053531,0.007836,0.007836,5,0.0001,0,0.027778,1,0.173053
Tom Lord-Alge,Tom Lord-Alge,,12,17,8,0.2131,0.222824,506662.25451,0.005262,0.005261,14,0.000132,0,0,0,0.136604
Vic Coppersmith-Heaven,Vic Coppersmith-Heaven,,4,6,8,0.204862,0.213541,196591.954706,0.004763,0.004763,10,0.000044,0,0,0,0.103313
Ziggy Modeliste,Ziggy Modeliste,,3,5,8,0.193121,0.20099,16071.737337,0.002925,0.002925,12,0.000035,0,0,0,0.055049
Winston Grennan,Winston Grennan,,11,14,8,0.192581,0.20062,213296.802134,0.002648,0.002648,16,0.000145,0,0,0,0.059664
Tony Chapman,Tony Chapman,,2,3,8,0.187894,0.194963,3405.417364,0.001954,0.001954,18,0.000026,0,0,0,0.036682
Darryl Jones,Darryl Jones,,4,6,8,0.19921,0.208326,45684.755068,0.013788,0.013788,18,0.000042,0,0.166667,1,0.094943
Sting (musician),Sting (musician),,30,30,8,0.223035,0.235163,1572106.143195,0.022347,0.022347,15,0.000297,0,0.02069,9,0.288856
Stone Raiders,Stone Raiders,,3,5,8,0.191536,0.198879,10012.187765,0.002905,0.002905,18,0.000035,0,0.333333,1,0.043241
Ricky Fenson,Ricky Fenson,,1,2,8,0.186975,0.193961,0,0.001874,0.001874,18,0.000016,0,0,0,0.03381
Bobby Keys,Bobby Keys,,19,33,7,0.216746,0.229675,934640.656788,0.01812,0.01812,18,0.000179,0,0.035088,6,0.339514
Elvis Presley,Elvis Presley,,54,107,8,0.206154,0.219001,1783847.074706,0.014425,0.014425,2,0.000591,0,0.010482,15,0.305128
Lynyrd Skynyrd,Lynyrd Skynyrd,,48,106,8,0.203253,0.215094,1544523.852855,0.004468,0.004468,22,0.000561,0,0.02305,26,0.220151
Buddy Holly,Buddy Holly,,6,13,8,0.178721,0.185675,62872.831659,0.001337,0.001337,2,0.000079,0,0.066667,1,0.029496
Joe Cocker,Joe Cocker,,26,26,7,0.213072,0.225517,561780.33833,0.016068,0.016068,18,0.000241,0,0.003077,1,0.271401
Delaney & Bonnie,Delaney & Bonnie,,4,4,8,0.180086,0.187183,2877.878237,0.001948,0.001948,18,0.000044,0,0,0,0.035159
Harry Nilsson,Harry Nilsson,,17,33,8,0.200409,0.210691,134017.791502,0.010709,0.010709,18,0.00017,0,0.066176,9,0.175148
Joe Ely,Joe Ely,,2,2,8,0.180286,0.187184,5933.038507,0.001601,0.001601,18,0.000027,0,0,0,0.026023
Warren Zevon,Warren Zevon,,41,86,7,0.226137,0.241263,2289099.907683,0.028462,0.028462,1,0.000415,0,0.031707,26,0.532096
Sheryl Crow,Sheryl Crow,,20,20,7,0.215958,0.227248,565072.87267,0.01108,0.01108,18,0.000194,0,0,0,0.219204
Leon Russell,Leon Russell,,7,7,8,0.196891,0.206559,43811.932779,0.006778,0.006778,18,0.000071,0,0.047619,1,0.101696
Ollie E. Brown,Ollie E. Brown,,3,5,8,0.194774,0.203281,36104.061879,0.004796,0.004796,5,0.000041,0,0,0,0.072705
The Jada Kings,The Jada Kings,,4,6,8,0.198191,0.205715,35267.152162,0.002893,0.002893,13,0.000047,0,0,0,0.060299
Chuck Leavell,Chuck Leavell,,11,20,8,0.2067,0.217104,352717.065132,0.0078,0.007799,9,0.000108,0,0.036364,2,0.165211
The Allman Brothers Band,The Allman Brothers Band,,24,63,8,0.189122,0.198465,337224.21012,0.003372,0.003372,9,0.000248,0,0.076087,21,0.125776
Marty Sammon,Marty Sammon,,7,16,8,0.181355,0.188878,43083.790186,0.001575,0.001575,17,0.000081,0,0.190476,4,0.05073
Ray Reach,Ray Reach,,12,16,9,0.18125,0.188773,142706.550618,0.002925,0.002925,5,0.000164,0,0.015152,1,0.037161
David Gilmour,David Gilmour,,27,53,7,0.213533,0.225651,879691.803006,0.010234,0.010234,15,0.000275,0,0.048433,17,0.250493
John Mayer,John Mayer,,9,9,8,0.196373,0.205612,96603.670785,0.00313,0.00313,0,0.000091,0,0,0,0.070069
Gov't Mule,Gov't Mule,,18,40,8,0.197987,0.2076,453619.165266,0.003302,0.003302,9,0.000189,0,0.039216,6,0.125725
Sam Cutler,Sam Cutler,,8,12,8,0.195423,0.204862,112129.58023,0.004232,0.004231,2,0.000102,0,0,0,0.093762
The Sons of Champlin,The Sons of Champlin,,1,1,9,0.163477,0.168663,0,0.000296,0.000296,2,0.000019,0,0,0,0.00702
The New Riders of the Purple Sage,The New Riders of the Purple Sage,,1,1,9,0.163477,0.168663,0,0.000296,0.000296,2,0.000019,0,0,0,0.00702
Peter Meaden,Peter Meaden,,8,14,8,0.196242,0.204941,149951.597304,0.003644,0.003644,17,0.000094,0,0.035714,1,0.087126
The Crystals,The Crystals,,5,9,9,0.174621,0.180806,25549.13727,0.000895,0.000895,2,0.000063,0,0.2,2,0.024834
Steve Gibbons (musician),Steve Gibbons (musician),,5,11,9,0.18254,0.189847,36178.293337,0.001609,0.001609,18,0.000063,0,0.1,1,0.044052
Ian McLagan,Ian McLagan,,10,16,8,0.201605,0.210188,131732.954023,0.005392,0.005392,18,0.000107,0,0.066667,3,0.106667
Rod Stewart,Rod Stewart,,49,92,7,0.225085,0.239328,1940568.350177,0.026933,0.026933,18,0.000471,0,0.012755,15,0.467111
Izzy Stradlin,Izzy Stradlin,,10,21,8,0.202471,0.211786,183084.634836,0.006476,0.006476,13,0.000105,0,0.222222,10,0.151528
The New Barbarians (band),The New Barbarians (band),,2,2,9,0.172018,0.177454,77.342945,0.000999,0.000999,18,0.000025,0,0,0,0.018584
Michael Grimm (musician),Michael Grimm (musician),,1,1,9,0.167781,0.172413,0,0.000377,0.000377,18,0.000017,0,0,0,0.00789
The Empty Hearts,The Empty Hearts,,4,4,9,0.179622,0.185806,29944.658094,0.000708,0.000708,23,0.000047,0,0,0,0.022478
Small Faces,Small Faces,,15,27,8,0.186077,0.194067,97569.025139,0.003281,0.003281,18,0.000169,0,0.057143,6,0.07979
Faces (band),Faces (band),,13,30,8,0.201733,0.211477,114799.797164,0.007656,0.007656,18,0.00013,0,0.205128,16,0.159812
Tetsu Yamauchi,Tetsu Yamauchi,,3,4,9,0.170256,0.175848,19917.792661,0.000598,0.000598,18,0.000042,0,0,0,0.015769
The Jones Gang,The Jones Gang,,6,12,9,0.185555,0.193169,6576.728566,0.002598,0.002598,18,0.00006,0,0.4,6,0.066467
Martin Pugh,Martin Pugh,,5,8,8,0.186716,0.194336,26694.008172,0.002632,0.002632,18,0.000059,0,0.3,3,0.051596
Ronnie Wood,Ronnie Wood,,9,15,8,0.203661,0.213554,81224.637127,0.008895,0.008895,18,0.000091,0,0.138889,5,0.158485
Kenney Jones,Kenney Jones,,8,15,8,0.19605,0.204535,43294.963658,0.00463,0.00463,18,0.000079,0,0.25,7,0.102969
Mick Hucknall,Mick Hucknall,,2,3,9,0.170655,0.176114,1744.176192,0.000575,0.000575,18,0.000028,0,0,0,0.013139
Ronnie Lane,Ronnie Lane,,9,15,9,0.177316,0.183917,64720.559685,0.00172,0.00172,18,0.000112,0,0.055556,2,0.04279
SuperHeavy,SuperHeavy,,6,11,8,0.195154,0.203297,126906.529404,0.002578,0.002578,16,0.000073,0,0.133333,2,0.060279
The Plastic Ono Band,The Plastic Ono Band,,2,2,9,0.173366,0.178721,6748.240549,0.000367,0.000367,24,0.000027,0,0,0,0.013156
The Jimi Hendrix Experience,The Jimi Hendrix Experience,,7,7,9,0.183252,0.190758,45417.59713,0.001496,0.001496,18,0.000079,0,0.095238,2,0.042135
